route_id,visit_seq,passenger_name,individual_name,stop_id,event_type,travel_from_prev_stop_min,vehicle_arrival_time,service_time_min,vehicle_departure_time,planned_time_minutes,planned_time_hhmm,wait_at_stop_min
R004,2,乘客2066,乘客2066跟車,1004,pickup,24.0,06:55,5,07:00,460.0,07:40,45.0
R004,3,乘客1875,乘客1875,897,pickup,34.0,07:34,1,07:35,465.0,07:45,11.0
R004,4,乘客2063,乘客2063,90,dropoff,34.0,08:09,1,08:10,510.0,08:30,21.0
R004,5,乘客1875,乘客1875,138,dropoff,9.0,08:19,1,08:20,510.0,08:30,11.0
R004,6,乘客2066,乘客2066,132,dropoff,0.0,08:20,4,08:24,525.0,08:45,25.0
R004,6,乘客2066,乘客2066跟車,132,dropoff,0.0,08:20,4,08:24,525.0,08:45,25.0
R004,7,乘客2034,乘客2034,949,pickup,37.0,09:01,4,09:05,545.0,09:05,4.0
R004,8,乘客2034,乘客2034,981,dropoff,21.0,09:26,3,09:29,565.0,09:25,0.0
R005,1,乘客1600,乘客1600,769,pickup,0.0,07:07,1,07:08,470.0,07:50,43.0
R005,2,乘客2032,乘客2032,978,pickup,13.0,07:21,1,07:22,480.0,08:00,39.0
R005,3,乘客2056,乘客2056,996,pickup,4.0,07:26,4,07:30,510.0,08:30,64.0
R005,4,乘客1600,乘客1600,728,dropoff,6.0,07:36,1,07:37,540.0,09:00,84.0
R005,5,乘客2056,乘客2056,999,dropoff,11.0,07:48,3,07:51,540.0,09:00,72.0
R005,6,乘客2032,乘客2032,949,dropoff,36.0,08:27,1,08:28,545.0,09:05,38.0
R005,7,乘客2058,乘客2058,998,pickup,31.0,08:59,1,09:00,555.0,09:15,16.0
R005,8,乘客2058,乘客2058,600,dropoff,44.0,09:44,1,09:45,595.0,09:55,11.0
R006,1,乘客740,乘客740,389,pickup,0.0,07:18,1,07:19,450.0,07:30,12.0
R006,2,乘客741,乘客741,390,pickup,17.0,07:36,6,07:42,465.0,07:45,9.0
R006,2,乘客741,乘客742,390,pickup,17.0,07:36,6,07:42,465.0,07:45,9.0
R006,3,乘客743,乘客743,390,pickup,17.0,07:36,6,07:42,465.0,07:45,9.0
R006,4,乘客744,乘客744,391,pickup,2.0,07:44,1,07:45,470.0,07:50,6.0
R006,5,乘客746,乘客746,392,pickup,13.0,07:58,4,08:02,485.0,08:05,7.0
R006,6,乘客740,乘客740,304,dropoff,6.0,08:08,4,08:12,510.0,08:30,22.0
R006,7,乘客741,乘客741,304,dropoff,6.0,08:08,4,08:12,510.0,08:30,22.0
R006,7,乘客741,乘客742,304,dropoff,6.0,08:08,4,08:12,510.0,08:30,22.0
R006,8,乘客744,乘客744,304,dropoff,6.0,08:08,4,08:12,510.0,08:30,22.0
R006,9,乘客743,乘客743,315,dropoff,19.0,08:31,6,08:37,555.0,09:15,44.0
R006,10,乘客746,乘客746,315,dropoff,19.0,08:31,6,08:37,555.0,09:15,44.0
R006,11,乘客840,乘客840,429,pickup,11.0,08:48,5,08:53,555.0,09:15,27.0
R006,11,乘客840,乘客840跟車,429,pickup,11.0,08:48,5,08:53,555.0,09:15,27.0
R006,12,乘客283,乘客283,169,pickup,17.0,09:10,4,09:14,575.0,09:35,25.0
R006,13,乘客285,乘客285,171,pickup,6.0,09:20,4,09:24,595.0,09:55,35.0
R006,14,乘客840,乘客840,276,dropoff,17.0,09:41,4,09:45,610.0,10:10,29.0
R006,14,乘客840,乘客840跟車,276,dropoff,17.0,09:41,4,09:45,610.0,10:10,29.0
R006,15,乘客283,乘客283,185,dropoff,15.0,10:00,6,10:06,615.0,10:15,15.0
R006,16,乘客285,乘客285,185,dropoff,15.0,10:00,6,10:06,615.0,10:15,15.0
R007,1,乘客528,乘客528,294,pickup,0.0,07:30,4,07:34,450.0,07:30,0.0
R007,2,乘客528,乘客528,287,dropoff,29.0,08:03,3,08:06,485.0,08:05,2.0
R007,3,乘客801,乘客801,415,pickup,8.0,08:14,4,08:18,490.0,08:10,0.0
R007,4,乘客801,乘客801,420,dropoff,8.0,08:26,3,08:29,505.0,08:25,0.0
R007,5,乘客530,乘客530,296,pickup,8.0,08:37,1,08:38,505.0,08:25,0.0
R007,6,乘客534,乘客534,300,pickup,9.0,08:47,1,08:48,540.0,09:00,13.0
R007,7,乘客2007,乘客2007,962,pickup,6.0,08:54,2,08:56,580.0,09:40,46.0
R007,7,乘客2007,乘客2007跟車,962,pickup,6.0,08:54,2,08:56,580.0,09:40,46.0
R007,8,乘客530,乘客530,304,dropoff,19.0,09:15,2,09:17,615.0,10:15,60.0
R007,9,乘客534,乘客534,304,dropoff,19.0,09:15,2,09:17,615.0,10:15,60.0
R007,10,乘客2007,乘客2007,964,dropoff,15.0,09:32,2,09:34,625.0,10:25,53.0
R007,10,乘客2007,乘客2007跟車,964,dropoff,15.0,09:32,2,09:34,625.0,10:25,53.0
R008,1,乘客974,乘客974,487,pickup,0.0,06:44,5,06:49,420.0,07:00,16.0
R008,1,乘客974,乘客974跟車,487,pickup,0.0,06:44,5,06:49,420.0,07:00,16.0
R008,2,乘客1236,乘客1236,608,pickup,17.0,07:06,4,07:10,460.0,07:40,34.0
R008,3,乘客295,乘客295,175,pickup,13.0,07:23,2,07:25,475.0,07:55,32.0
R008,3,乘客295,乘客296,175,pickup,13.0,07:23,2,07:25,475.0,07:55,32.0
R008,4,乘客974,乘客974,178,dropoff,11.0,07:36,4,07:40,535.0,08:55,79.0
R008,4,乘客974,乘客974跟車,178,dropoff,11.0,07:36,4,07:40,535.0,08:55,79.0
R008,5,乘客295,乘客295,519,dropoff,4.0,07:44,2,07:46,545.0,09:05,81.0
R008,5,乘客295,乘客296,519,dropoff,4.0,07:44,2,07:46,545.0,09:05,81.0
R008,6,乘客1236,乘客1236,614,dropoff,8.0,07:54,3,07:57,555.0,09:15,81.0
R008,7,乘客697,乘客697,372,pickup,2.0,07:59,4,08:03,555.0,09:15,76.0
R008,8,乘客280,乘客280,166,pickup,9.0,08:12,4,08:16,555.0,09:15,63.0
R008,9,乘客647,乘客647,353,pickup,13.0,08:29,4,08:33,560.0,09:20,51.0
R008,10,乘客697,乘客697,892,dropoff,9.0,08:42,3,08:45,570.0,09:30,48.0
R008,11,乘客554,乘客554,308,pickup,8.0,08:53,1,08:54,575.0,09:35,42.0
R008,12,乘客280,乘客280,185,dropoff,9.0,09:03,3,09:06,615.0,10:15,72.0
R008,13,乘客647,乘客647,157,dropoff,9.0,09:15,3,09:18,630.0,10:30,75.0
R008,14,乘客554,乘客554,312,dropoff,21.0,09:39,1,09:40,630.0,10:30,51.0
R009,1,乘客776,乘客776,403,pickup,0.0,06:38,1,06:39,420.0,07:00,22.0
R009,2,乘客777,乘客777,404,pickup,13.0,06:52,4,06:56,435.0,07:15,23.0
R009,3,乘客778,乘客778,405,pickup,9.0,07:05,1,07:06,450.0,07:30,25.0
R009,4,乘客1582,乘客1582,759,pickup,32.0,07:38,4,07:42,485.0,08:05,27.0
R009,5,乘客777,乘客777,748,dropoff,26.0,08:08,3,08:11,490.0,08:10,2.0
R009,6,乘客776,乘客776,747,dropoff,6.0,08:17,1,08:18,495.0,08:15,0.0
R009,7,乘客778,乘客778,746,dropoff,11.0,08:29,1,08:30,510.0,08:30,1.0
R009,8,乘客1582,乘客1582,727,dropoff,8.0,08:38,3,08:41,530.0,08:50,12.0
R009,9,乘客781,乘客781,408,pickup,13.0,08:54,7,09:01,535.0,08:55,1.0
R009,9,乘客781,乘客782,408,pickup,13.0,08:54,7,09:01,535.0,08:55,1.0
R009,10,乘客781,乘客781,717,dropoff,22.0,09:23,6,09:29,590.0,09:50,27.0
R009,10,乘客781,乘客782,717,dropoff,22.0,09:23,6,09:29,590.0,09:50,27.0
R010,1,乘客759,乘客759,396,pickup,0.0,07:00,1,07:01,420.0,07:00,0.0
R010,2,乘客760,乘客760,397,pickup,6.0,07:07,4,07:11,430.0,07:10,3.0
R010,3,乘客1129,乘客1129,499,pickup,21.0,07:32,1,07:33,465.0,07:45,13.0
R010,4,乘客625,乘客625,341,pickup,9.0,07:42,1,07:43,470.0,07:50,8.0
R010,5,乘客1130,乘客1130,555,pickup,6.0,07:49,1,07:50,485.0,08:05,16.0
R010,6,乘客759,乘客759,337,dropoff,9.0,07:59,4,08:03,540.0,09:00,61.0
R010,7,乘客760,乘客760,337,dropoff,9.0,07:59,4,08:03,540.0,09:00,61.0
R010,8,乘客1129,乘客1129,560,dropoff,6.0,08:09,2,08:11,545.0,09:05,56.0
R010,9,乘客1130,乘客1130,560,dropoff,6.0,08:09,2,08:11,545.0,09:05,56.0
R010,10,乘客625,乘客625,346,dropoff,9.0,08:20,1,08:21,560.0,09:20,60.0
R010,11,乘客871,乘客871,439,pickup,11.0,08:32,2,08:34,570.0,09:30,58.0
R010,11,乘客871,乘客871跟車,439,pickup,11.0,08:32,2,08:34,570.0,09:30,58.0
R010,12,乘客872,乘客872,440,pickup,11.0,08:45,1,08:46,580.0,09:40,55.0
R010,13,乘客871,乘客871,220,dropoff,6.0,08:52,3,08:55,590.0,09:50,58.0
R010,13,乘客871,乘客871跟車,220,dropoff,6.0,08:52,3,08:55,590.0,09:50,58.0
R010,14,乘客872,乘客872,220,dropoff,6.0,08:52,3,08:55,590.0,09:50,58.0
R010,15,乘客188,乘客188,124,pickup,13.0,09:08,1,09:09,595.0,09:55,47.0
R010,16,乘客188,乘客188,1022,dropoff,34.0,09:43,1,09:44,640.0,10:40,57.0
R011,1,乘客439,乘客439,249,pickup,0.0,06:39,1,06:40,420.0,07:00,21.0
R011,2,乘客442,乘客442,251,pickup,13.0,06:53,5,06:58,440.0,07:20,27.0
R011,3,乘客443,乘客443,251,pickup,13.0,06:53,5,06:58,440.0,07:20,27.0
R011,4,乘客237,乘客237,151,pickup,8.0,07:06,4,07:10,450.0,07:30,24.0
R011,5,乘客439,乘客439,160,dropoff,19.0,07:29,4,07:33,490.0,08:10,41.0
R011,6,乘客442,乘客442,160,dropoff,19.0,07:29,4,07:33,490.0,08:10,41.0
R011,7,乘客443,乘客443,158,dropoff,11.0,07:44,1,07:45,510.0,08:30,46.0
R011,8,乘客237,乘客237,157,dropoff,6.0,07:51,3,07:54,565.0,09:25,94.0
R011,9,乘客891,乘客891,449,pickup,17.0,08:11,1,08:12,570.0,09:30,79.0
R011,10,乘客892,乘客892,450,pickup,28.0,08:40,4,08:44,580.0,09:40,60.0
R011,11,乘客893,乘客893,251,pickup,4.0,08:48,1,08:49,585.0,09:45,57.0
R011,12,乘客891,乘客891,164,dropoff,9.0,08:58,1,08:59,590.0,09:50,52.0
R011,13,乘客894,乘客894,451,pickup,4.0,09:03,4,09:07,595.0,09:55,52.0
R011,14,乘客892,乘客892,157,dropoff,17.0,09:24,6,09:30,620.0,10:20,56.0
R011,15,乘客894,乘客894,157,dropoff,17.0,09:24,6,09:30,620.0,10:20,56.0
R011,16,乘客893,乘客893,159,dropoff,2.0,09:32,1,09:33,625.0,10:25,53.0
R012,1,乘客211,乘客211,134,pickup,0.0,06:17,4,06:21,405.0,06:45,28.0
R012,2,乘客211,乘客211,61,dropoff,19.0,06:40,3,06:43,420.0,07:00,20.0
R012,3,乘客406,乘客406,229,pickup,36.0,07:19,1,07:20,460.0,07:40,21.0
R012,4,乘客1976,乘客1976,951,pickup,4.0,07:24,1,07:25,480.0,08:00,36.0
R012,5,乘客408,乘客408,231,pickup,11.0,07:36,4,07:40,480.0,08:00,24.0
R012,6,乘客1976,乘客1976,420,dropoff,21.0,08:01,1,08:02,500.0,08:20,19.0
R012,7,乘客406,乘客406,236,dropoff,21.0,08:23,4,08:27,505.0,08:25,2.0
R012,8,乘客408,乘客408,236,dropoff,21.0,08:23,4,08:27,505.0,08:25,2.0
R012,9,乘客1789,乘客1789,856,pickup,33.0,09:00,1,09:01,505.0,08:25,0.0
R012,10,乘客1789,乘客1789,859,dropoff,17.0,09:18,1,09:19,595.0,09:55,37.0
R013,1,乘客1485,乘客1485,709,pickup,0.0,07:23,4,07:27,455.0,07:35,12.0
R013,2,乘客834,乘客834,425,pickup,17.0,07:44,1,07:45,485.0,08:05,21.0
R013,3,乘客1485,乘客1485,813,dropoff,17.0,08:02,3,08:05,490.0,08:10,8.0
R013,4,乘客834,乘客834,202,dropoff,17.0,08:22,1,08:23,530.0,08:50,28.0
R013,5,乘客1153,乘客1153,567,pickup,17.0,08:40,5,08:45,530.0,08:50,10.0
R013,5,乘客1153,乘客1153跟車,567,pickup,17.0,08:40,5,08:45,530.0,08:50,10.0
R013,6,乘客1153,乘客1153,314,dropoff,21.0,09:06,4,09:10,555.0,09:15,9.0
R013,6,乘客1153,乘客1153跟車,314,dropoff,21.0,09:06,4,09:10,555.0,09:15,9.0
R013,7,乘客1064,乘客1064,525,pickup,9.0,09:19,4,09:23,555.0,09:15,0.0
R013,8,乘客1065,乘客1065,526,pickup,4.0,09:27,4,09:31,560.0,09:20,0.0
R013,9,乘客917,乘客917,465,pickup,2.0,09:33,4,09:37,565.0,09:25,0.0
R013,10,乘客1066,乘客1066,527,pickup,9.0,09:46,1,09:47,575.0,09:35,0.0
R013,11,乘客1064,乘客1064,157,dropoff,19.0,10:06,7,10:13,620.0,10:20,14.0
R013,12,乘客1065,乘客1065,157,dropoff,19.0,10:06,7,10:13,620.0,10:20,14.0
R013,13,乘客1066,乘客1066,157,dropoff,19.0,10:06,7,10:13,620.0,10:20,14.0
R013,14,乘客917,乘客917,191,dropoff,9.0,10:22,3,10:25,625.0,10:25,3.0
R014,1,乘客1701,乘客1701,808,pickup,0.0,06:53,4,06:57,435.0,07:15,22.0
R014,2,乘客1701,乘客1701,964,dropoff,11.0,07:08,3,07:11,450.0,07:30,22.0
R014,3,乘客422,乘客422,239,pickup,13.0,07:24,4,07:28,450.0,07:30,6.0
R014,4,乘客423,乘客423,240,pickup,4.0,07:32,5,07:37,460.0,07:40,8.0
R014,4,乘客423,乘客423跟車,240,pickup,4.0,07:32,5,07:37,460.0,07:40,8.0
R014,5,乘客529,乘客529,295,pickup,17.0,07:54,1,07:55,495.0,08:15,21.0
R014,6,乘客422,乘客422,420,dropoff,11.0,08:06,7,08:13,550.0,09:10,64.0
R014,7,乘客423,乘客423,420,dropoff,11.0,08:06,7,08:13,550.0,09:10,64.0
R014,7,乘客423,乘客423跟車,420,dropoff,11.0,08:06,7,08:13,550.0,09:10,64.0
R014,8,乘客535,乘客535,301,pickup,9.0,08:22,1,08:23,560.0,09:20,58.0
R014,9,乘客529,乘客529,756,dropoff,4.0,08:27,1,08:28,570.0,09:30,63.0
R014,10,乘客536,乘客536,302,pickup,2.0,08:30,1,08:31,570.0,09:30,60.0
R014,11,乘客430,乘客430,247,pickup,11.0,08:42,1,08:43,575.0,09:35,53.0
R014,12,乘客535,乘客535,202,dropoff,13.0,08:56,2,08:58,595.0,09:55,59.0
R014,13,乘客536,乘客536,202,dropoff,13.0,08:56,2,08:58,595.0,09:55,59.0
R014,14,乘客430,乘客430,395,dropoff,15.0,09:13,1,09:14,595.0,09:55,42.0
R014,15,乘客1757,乘客1757,840,pickup,11.0,09:25,4,09:29,600.0,10:00,35.0
R014,16,乘客1757,乘客1757,303,dropoff,17.0,09:46,3,09:49,615.0,10:15,29.0
R015,1,乘客797,乘客797,413,pickup,0.0,07:27,1,07:28,455.0,07:35,8.0
R015,2,乘客798,乘客798,414,pickup,26.0,07:54,11,08:05,480.0,08:00,6.0
R015,2,乘客798,乘客799,414,pickup,26.0,07:54,11,08:05,480.0,08:00,6.0
R015,2,乘客798,乘客799跟車,414,pickup,26.0,07:54,11,08:05,480.0,08:00,6.0
R015,3,乘客800,乘客800,414,pickup,26.0,07:54,11,08:05,480.0,08:00,6.0
R015,4,乘客797,乘客797,420,dropoff,9.0,08:14,8,08:22,505.0,08:25,11.0
R015,5,乘客798,乘客798,420,dropoff,9.0,08:14,8,08:22,505.0,08:25,11.0
R015,5,乘客798,乘客799,420,dropoff,9.0,08:14,8,08:22,505.0,08:25,11.0
R015,5,乘客798,乘客799跟車,420,dropoff,9.0,08:14,8,08:22,505.0,08:25,11.0
R015,6,乘客800,乘客800,201,dropoff,2.0,08:24,3,08:27,510.0,08:30,6.0
R015,7,乘客429,乘客429,246,pickup,9.0,08:36,4,08:40,535.0,08:55,19.0
R015,8,乘客2006,乘客2006,961,pickup,8.0,08:48,4,08:52,540.0,09:00,12.0
R015,9,乘客2005,乘客2005,956,pickup,2.0,08:54,1,08:55,540.0,09:00,6.0
R015,10,乘客429,乘客429,420,dropoff,11.0,09:06,3,09:09,550.0,09:10,4.0
R015,11,乘客2006,乘客2006,201,dropoff,2.0,09:11,3,09:14,560.0,09:20,9.0
R015,12,乘客1665,乘客1665,802,pickup,6.0,09:20,1,09:21,595.0,09:55,35.0
R015,13,乘客2005,乘客2005,756,dropoff,8.0,09:29,1,09:30,610.0,10:10,41.0
R015,14,乘客1665,乘客1665,203,dropoff,15.0,09:45,1,09:46,610.0,10:10,25.0
R016,1,乘客1334,乘客1334,651,pickup,0.0,06:38,8,06:46,445.0,07:25,47.0
R016,1,乘客1334,乘客1335,651,pickup,0.0,06:38,8,06:46,445.0,07:25,47.0
R016,1,乘客1334,乘客1335跟車,651,pickup,0.0,06:38,8,06:46,445.0,07:25,47.0
R016,2,乘客1461,乘客1461,696,pickup,9.0,06:55,1,06:56,460.0,07:40,45.0
R016,3,乘客1131,乘客1131,405,pickup,15.0,07:11,4,07:15,495.0,08:15,64.0
R016,3,乘客1131,乘客1132,405,pickup,15.0,07:11,4,07:15,495.0,08:15,64.0
R016,3,乘客1131,乘客1133,405,pickup,15.0,07:11,4,07:15,495.0,08:15,64.0
R016,3,乘客1131,乘客1134,405,pickup,15.0,07:11,4,07:15,495.0,08:15,64.0
R016,4,乘客1131,乘客1131,561,dropoff,2.0,07:17,4,07:21,505.0,08:25,68.0
R016,4,乘客1131,乘客1132,561,dropoff,2.0,07:17,4,07:21,505.0,08:25,68.0
R016,4,乘客1131,乘客1133,561,dropoff,2.0,07:17,4,07:21,505.0,08:25,68.0
R016,4,乘客1131,乘客1134,561,dropoff,2.0,07:17,4,07:21,505.0,08:25,68.0
R016,5,乘客1461,乘客1461,313,dropoff,19.0,07:40,1,07:41,510.0,08:30,50.0
R016,6,乘客1334,乘客1334,901,dropoff,22.0,08:03,7,08:10,515.0,08:35,32.0
R016,6,乘客1334,乘客1335,901,dropoff,22.0,08:03,7,08:10,515.0,08:35,32.0
R016,6,乘客1334,乘客1335跟車,901,dropoff,22.0,08:03,7,08:10,515.0,08:35,32.0
R016,7,乘客531,乘客531,297,pickup,33.0,08:43,1,08:44,520.0,08:40,0.0
R016,8,乘客532,乘客532,298,pickup,6.0,08:50,1,08:51,525.0,08:45,0.0
R016,9,乘客802,乘客802,416,pickup,11.0,09:02,1,09:03,525.0,08:45,0.0
R016,10,乘客532,乘客532,394,dropoff,9.0,09:12,1,09:13,550.0,09:10,0.0
R016,11,乘客531,乘客531,202,dropoff,9.0,09:22,1,09:23,595.0,09:55,33.0
R016,12,乘客802,乘客802,313,dropoff,22.0,09:45,1,09:46,605.0,10:05,20.0
R017,1,乘客1711,乘客1711,815,pickup,0.0,06:57,1,06:58,440.0,07:20,23.0
R017,2,乘客1715,乘客1715,819,pickup,13.0,07:11,5,07:16,480.0,08:00,49.0
R017,2,乘客1715,乘客1716,819,pickup,13.0,07:11,5,07:16,480.0,08:00,49.0
R017,3,乘客179,乘客179,118,pickup,44.0,08:00,1,08:01,495.0,08:15,15.0
R017,4,乘客180,乘客180,119,pickup,21.0,08:22,1,08:23,515.0,08:35,13.0
R017,5,乘客1711,乘客1711,337,dropoff,11.0,08:34,5,08:39,560.0,09:20,46.0
R017,6,乘客1715,乘客1715,337,dropoff,11.0,08:34,5,08:39,560.0,09:20,46.0
R017,6,乘客1715,乘客1716,337,dropoff,11.0,08:34,5,08:39,560.0,09:20,46.0
R017,7,乘客179,乘客179,347,dropoff,8.0,08:47,2,08:49,580.0,09:40,53.0
R017,8,乘客180,乘客180,347,dropoff,8.0,08:47,2,08:49,580.0,09:40,53.0
R017,9,乘客1644,乘客1644,791,pickup,42.0,09:31,4,09:35,585.0,09:45,14.0
R017,10,乘客1644,乘客1644,717,dropoff,17.0,09:52,3,09:55,600.0,10:00,8.0
R018,1,乘客1599,乘客1599,768,pickup,0.0,07:11,4,07:15,462.0,07:42,31.0
R018,2,乘客1603,乘客1603,771,pickup,9.0,07:24,2,07:26,490.0,08:10,46.0
R018,2,乘客1603,乘客1604,771,pickup,9.0,07:24,2,07:26,490.0,08:10,46.0
R018,3,乘客2033,乘客2033,979,pickup,9.0,07:35,5,07:40,495.0,08:15,40.0
R018,3,乘客2033,乘客2033跟車,979,pickup,9.0,07:35,5,07:40,495.0,08:15,40.0
R018,4,乘客1603,乘客1603,746,dropoff,9.0,07:49,2,07:51,510.0,08:30,41.0
R018,4,乘客1603,乘客1604,746,dropoff,9.0,07:49,2,07:51,510.0,08:30,41.0
R018,5,乘客1599,乘客1599,748,dropoff,11.0,08:02,3,08:05,525.0,08:45,43.0
R018,6,乘客2033,乘客2033,982,dropoff,37.0,08:42,4,08:46,525.0,08:45,3.0
R018,6,乘客2033,乘客2033跟車,982,dropoff,37.0,08:42,4,08:46,525.0,08:45,3.0
R018,7,乘客503,乘客503,263,pickup,60.0,09:46,5,09:51,545.0,09:05,0.0
R018,7,乘客503,乘客503跟車,263,pickup,60.0,09:46,5,09:51,545.0,09:05,0.0
R018,8,乘客503,乘客503,234,dropoff,8.0,09:59,4,10:03,630.0,10:30,31.0
R018,8,乘客503,乘客503跟車,234,dropoff,8.0,09:59,4,10:03,630.0,10:30,31.0
R019,1,乘客1750,乘客1750,836,pickup,0.0,07:08,1,07:09,445.0,07:25,17.0
R019,2,乘客870,乘客870,438,pickup,36.0,07:45,1,07:46,465.0,07:45,0.0
R019,3,乘客1750,乘客1750,236,dropoff,13.0,07:59,1,08:00,495.0,08:15,16.0
R019,4,乘客1755,乘客1755,839,pickup,6.0,08:06,5,08:11,520.0,08:40,34.0
R019,4,乘客1755,乘客1755跟車,839,pickup,6.0,08:06,5,08:11,520.0,08:40,34.0
R019,5,乘客870,乘客870,236,dropoff,6.0,08:17,1,08:18,525.0,08:45,28.0
R019,6,乘客1660,乘客1660,799,pickup,8.0,08:26,1,08:27,530.0,08:50,24.0
R019,7,乘客1756,乘客1756,392,pickup,22.0,08:49,1,08:50,545.0,09:05,16.0
R019,8,乘客1755,乘客1755,441,dropoff,21.0,09:11,4,09:15,560.0,09:20,9.0
R019,8,乘客1755,乘客1755跟車,441,dropoff,21.0,09:11,4,09:15,560.0,09:20,9.0
R019,9,乘客1756,乘客1756,394,dropoff,9.0,09:24,1,09:25,575.0,09:35,11.0
R019,10,乘客1660,乘客1660,201,dropoff,11.0,09:36,1,09:37,580.0,09:40,4.0
R020,1,乘客2002,乘客2002,958,pickup,0.0,07:36,1,07:37,460.0,07:40,4.0
R020,2,乘客2049,乘客2049,990,pickup,11.0,07:48,5,07:53,485.0,08:05,17.0
R020,2,乘客2049,乘客2049跟車,990,pickup,11.0,07:48,5,07:53,485.0,08:05,17.0
R020,3,乘客2050,乘客2050,991,pickup,15.0,08:08,4,08:12,505.0,08:25,17.0
R020,4,乘客2049,乘客2049,994,dropoff,13.0,08:25,4,08:29,530.0,08:50,25.0
R020,4,乘客2049,乘客2049跟車,994,dropoff,13.0,08:25,4,08:29,530.0,08:50,25.0
R020,5,乘客2050,乘客2050,271,dropoff,4.0,08:33,3,08:36,540.0,09:00,27.0
R020,6,乘客2002,乘客2002,201,dropoff,33.0,09:09,1,09:10,560.0,09:20,11.0
